Title,Authors,"Year Published","Library Categories",Permalink,Status,"Publication File"
"A Discourse On The Times, Character, And Writings Of Hippocrates","Elisha Bartlett",1852,History,https://worldherblibrary.org/catalog/a-discourse-on-the-times-character-and-writings-of-hippocrates/,publish,https://api.worldherblibrary.org/pdf/A-discourse-on-the-times-character-and-writings-of-Hippocrates-compressed.pdf
"A discovrse of fire and salt, discovering many secret mysteries, as well philosophicall, as theologicall","ED . W Parker",1649,Alchemy,https://worldherblibrary.org/catalog/a-discovrse-of-fire-and-salt-discovering-many-secret-mysteries-as-well-philosophicall-as-theologicall/,publish,https://api.worldherblibrary.org/pdf/A-discovrse-of-fire-and-salt-discovering-many-secret-mysteries-as-well-philosophicall-as-theologicall-compressed.pdf
"A dispensatory and therapeutical remembrancer","John Mayne",1848,Dispensatory,https://worldherblibrary.org/catalog/a-dispensatory-and-therapeutical-remembrancer-2/,publish,https://api.worldherblibrary.org/pdf/A-dispensatory-and-therapeutical-remembrancer-compressed.pdf
"A dispensatory and therapeutical remembrancer","F.E Stewart",1895,Pharmacy,https://worldherblibrary.org/catalog/a-dispensatory-and-therapeutical-remembrancer/,publish,https://api.worldherblibrary.org/pdf/A20dispensatory20and20therapeutical20remembrancer-compressed.pdf
"A Dissertation On The Properties And Effects Of The Datura Stramonium","Samuel Cooper",1797,Ethnobotany,https://worldherblibrary.org/catalog/a-dissertation-on-the-properties-and-effects-of-the-datura-stramonium/,publish,https://api.worldherblibrary.org/pdf/A-dissertation-on-the-properties-and-effects-of-the-datura-stramonium-compressed.pdf
"A dissertation upon tea- explaining its nature and properties by many new experiments","Thomas Short, M.D",1730,"Herbal Medicine",https://worldherblibrary.org/catalog/a-dissertation-upon-tea-explaining-its-nature-and-properties-by-many-new-experiments/,publish,https://api.worldherblibrary.org/pdf/A-dissertation-upon-tea-explaining-its-nature-and-properties-by-many-new-experiments-compressed.pdf
"A Fair Examination and Criticism of all the Medical Systems in Vogue","Alva Curtis, A. M., M. D.",1866,Physio-Medical,https://worldherblibrary.org/catalog/a-fair-examination-and-criticism-of-all-the-medical-systems-in-vogue/,publish,https://api.worldherblibrary.org/pdf/A-fair-examination-and-criticism-of-all-the-medical-systems-in-vogue-compressed.pdf
"A familiar treatise on medicine","John M. Scudder M.D.",1869,"Eclectic Medicine",https://worldherblibrary.org/catalog/a-familiar-treatise-on-medicine/,publish,https://api.worldherblibrary.org/pdf/A-familiar-treatise-on-medicine-compressed.pdf
"A Familiar Treatise On Medicine Vol. 1","John M. Scudder",1869,"Eclectic Medicine",https://worldherblibrary.org/catalog/a-familiar-treatise-on-medicine-vol-1/,publish,https://api.worldherblibrary.org/pdf/A-familiar-treatise-on-medicine-compressed.pdf
"A family herbal",,,,https://worldherblibrary.org/catalog/a-family-herbal/,publish,https://api.worldherblibrary.org/pdf/A-family-herbal-compressed.pdf
"A family Herbal-Pending","Robert John Thornton",1814,Herbals,https://worldherblibrary.org/?post_type=whl_catalog&p=1074,draft,
"A Few Notes on Canadian Plant-lore","Catharine Parr Traill",1847,Plant-Lore,https://worldherblibrary.org/catalog/a-few-notes-on-canadian-plant-lore/,publish,https://api.worldherblibrary.org/pdf/A-few-notes-on-Canadian-plant-lore-.pdf
"A few notes on plant names","William A. Dayton",1927,"Names of Plants",https://worldherblibrary.org/catalog/a-few-notes-on-plant-names/,publish,https://api.worldherblibrary.org/pdf/A-few-notes-on-plant-names-compressed.pdf
"A Field Guide to the Families and Genera of Woody Plants of North west South America Colombia Ecuador Peru With Supplementary Notes Alwyn H Gentry",,,,https://worldherblibrary.org/catalog/a-field-guide-to-the-families-and-genera-of-woody-plants-of-north-west-south-america-colombia-ecuador-peru-with-supplementary-notes-alwyn-h-gentry/,publish,https://api.worldherblibrary.org/pdf/A_Field_Guide_to_the_Families_and_Genera_of_Woody_Plants_of_North_west_South_America__Colombia_Ecuador_Peru__With_Supplementary_Notes_Alwyn_H_Gentry_920p_0226289443-compressed.pdf
"A Field Guide to the Families and Genera of Woody Plants of North west South America Colombia Ecuador Peru With Supplementary Notes Alwyn H Gentry",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=11056,draft,https://api.worldherblibrary.org/pdf/A_Field_Guide_to_the_Families_and_Genera_of_Woody_Plants_of_North_west_South_America__Colombia_Ecuador_Peru__With_Supplementary_Notes_Alwyn_H_Gentry_920p_0226289443.pdf
"A Field Guide to the Families and Genera of Woody Plants of North west South America Colombia Ecuador Peru With Supplementary Notes Alwyn H Gentry 920p 0226289443.pdf.pdf",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=11057,draft,https://api.worldherblibrary.org/pdf/A_Field_Guide_to_the_Families_and_Genera_of_Woody_Plants_of_North_west_South_America__Colombia_Ecuador_Peru__With_Supplementary_Notes_Alwyn_H_Gentry_920p_0226289443.pdf.pdf.pdf
"A Flora Of The Economic Plants Of California","Willis Linn Jepson",1924,"Economic Botany",https://worldherblibrary.org/catalog/a-flora-of-the-economic-plants-of-california/,publish,https://api.worldherblibrary.org/pdf/A-flora-of-the-economic-plants-of-California-compressed.pdf
"A Floral Fantasy in an Old English Garden","Crane, Walter",1899,Botany,https://worldherblibrary.org/catalog/a-floral-fantasy-in-an-old-english-garden/,publish,https://api.worldherblibrary.org/pdf/A_Floral_Fantasy_in_an_Old_English_Garden_Walter_Crane.pdf
"A forest flora of Chota Nagpur including Gangpur and the Santal-Parganahs","H. H. Haines",1910,Ayurveda,https://worldherblibrary.org/catalog/a-forest-flora-of-chota-nagpur-including-gangpur-and-the-santal-parganahs/,publish,https://api.worldherblibrary.org/pdf/A-forest-flora-of-Chota-Nagpur-including-Gangpur-and-the-Santal-Parganahs-compressed.pdf
"A Formulary For The Preparation And Medical Administration Of Certain New Remedies.","James Manby Gully, M.D.",1915,Formulary,https://worldherblibrary.org/catalog/a-formulary-for-the-preparation-and-medical-administration-of-certain-new-remedies/,publish,https://api.worldherblibrary.org/pdf/A-formulary-for-the-preparation-and-medical-administration-of-certain-new-remedies-compressed.pdf
"A Fragrant Introduction to Terpenoid Chemistry Charles S Sell",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=14178,draft,https://api.worldherblibrary.org/pdf/A_Fragrant_Introduction_to_Terpenoid_Chemistry_Charles_S_Sell_426p_085404681X-compressed.pdf
"A Fragrant Introduction to Terpenoid Chemistry Charles S Sell",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=14187,draft,https://api.worldherblibrary.org/pdf/A_Fragrant_Introduction_to_Terpenoid_Chemistry_Charles_S_Sell_426p_085404681X.pdf
"A Garden of Herbs","Eleanour Sinclair Rohde",1920,Gardening,https://worldherblibrary.org/catalog/a-garden-of-herbs/,publish,https://api.worldherblibrary.org/pdf/gardenofherbsbei00rohdrich-compressed.pdf
"A garden of herbs","Eleanour Sinclair Rohde",1920,Herbs,https://worldherblibrary.org/catalog/a-garden-of-herbs-2/,publish,https://api.worldherblibrary.org/pdf/A-garden-of-herbs-compressed.pdf
"A Garden of Herbs by Eleanour Sinclair Rohde, Preface.",,,"Audio Books",https://worldherblibrary.org/?post_type=whl_catalog&p=6786,draft,
"A Garden of Simples","Martha Bockee Flint",1901,"Herbal Simples",https://worldherblibrary.org/catalog/a-garden-of-simples-2/,publish,https://api.worldherblibrary.org/pdf/A-Garden-of-Simples-1901-compressed.pdf
"A garden of simples","Martha Bocke e. Flint",1901,,https://worldherblibrary.org/catalog/,publish,https://api.worldherblibrary.org/pdf/A-Garden-of-Simples-1901.pdf
"A Garden Of Simples","Martha Bockee Flint",1901,Plant-Lore,https://worldherblibrary.org/catalog/a-garden-of-simples/,publish,https://api.worldherblibrary.org/pdf/A-Garden-of-Simples-compressed.pdf
"A General System Of Trees And Shrubs","John Abercrombie",1902,"Useful Plants",https://worldherblibrary.org/catalog/a-general-system-of-trees-and-shrubs/,publish,https://api.worldherblibrary.org/pdf/A-general-system-of-trees-and-shrubs-compressed.pdf
"A general system of trees and shrubs","John Abercrombie",1780,,https://worldherblibrary.org/catalog/,publish,https://api.worldherblibrary.org/pdf/A-general-system-of-trees-and-shrubs-compressed-1.pdf
"A Glance At Hahnemann And Homoeopathy","Ernest Von Brunnow",1845,Homeopathy,https://worldherblibrary.org/catalog/a-glance-at-hahnemann-and-homoeopathy/,publish,https://api.worldherblibrary.org/pdf/A-glance-at-Hahnemann-and-homoeopathy-compressed.pdf
"A glance at Japanese medicine ancient and modern",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=14776,draft,https://api.worldherblibrary.org/pdf/A-glance-at-Japanese-medicine-ancient-and-modern-compressed-1.pdf
"A Glance At Japanese Medicine, Ancient And Modern","Wm. Tod Helmuth",1879,History,https://worldherblibrary.org/catalog/a-glance-at-japanese-medicine-ancient-and-modern/,publish,https://api.worldherblibrary.org/pdf/A-glance-at-Japanese-medicine-ancient-and-modern-compressed.pdf
"A Guide Book To the Proficiency Examination For International Acupuncture and Moxibustion Professionals Zhao Xin",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=14018,draft,https://api.worldherblibrary.org/pdf/A_Guide-Book_To_the_Proficiency_Examination_For_International_Acupuncture_and_Moxibustion_Professionals_Zhao_Xin_342p-compressed.pdf
"A Guide Book To the Proficiency Examination For International Acupuncture and Moxibustion Professionals Zhao Xin",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=14182,draft,https://api.worldherblibrary.org/pdf/A_Guide-Book_To_the_Proficiency_Examination_For_International_Acupuncture_and_Moxibustion_Professionals_Zhao_Xin_342p.pdf
"A Guide To Health","Mahatma Gandhi",1921,"Family Botanical Guides",https://worldherblibrary.org/catalog/a-guide-to-health/,publish,https://api.worldherblibrary.org/pdf/A-guide-to-health-compressed.pdf
"A Guide To Health – Being A Compendium Of Medical Instruction","J. H. Smith",1842,"Family Botanical Guides",https://worldherblibrary.org/catalog/a-guide-to-health-being-a-compendium-of-medical-instruction/,publish,https://api.worldherblibrary.org/pdf/A-guide-to-health-being-a-compendium-of-medical-instruction-compressed.pdf
"A Guide To Health – Being An Exposition Of The Principles Of The Thomsonian System Of Practice","Benjamin Colby",1844,"Family Botanical Guides",https://worldherblibrary.org/catalog/a-guide-to-health-being-an-exposition-of-the-principles-of-the-thomsonian-system-of-practice/,publish,https://api.worldherblibrary.org/pdf/A-guide-to-health-being-an-exposition-of-the-principles-of-the-Thomsonian-system-of-practice-compressed.pdf
"A Guide To The Kalmiopsis Wilderness",,,,https://worldherblibrary.org/?post_type=whl_catalog&p=13950,draft,https://api.worldherblibrary.org/pdf/A_Guide_to_the_Kalmiopsis_Wilderness
"A Guide To The Organic Drugs Of The United States Pharmacopoeia","John S. Wright",1899,Pharmacy,https://worldherblibrary.org/catalog/a-guide-to-the-organic-drugs-of-the-united-states-pharmacopoeia/,publish,https://api.worldherblibrary.org/pdf/A-guide-to-the-organic-drugs-of-the-United-States-pharmacopoeia-1890-compressed.pdf
"A guide to the organic drugs of the United States pharmacopoeia 1890","John S. Wright",1890,"Herbal Medicine",https://worldherblibrary.org/catalog/a-guide-to-the-organic-drugs-of-the-united-states-pharmacopoeia-1890/,publish,https://api.worldherblibrary.org/pdf/A-guide-to-the-organic-drugs-of-the-United-States-pharmacopoeia-1890-compressed.pdf
"A guide to the trees","Alice Lounsberr,Mrs. Ellis Rowan, Dr. N. L. Britton",1905,Gardening,https://worldherblibrary.org/catalog/a-guide-to-the-trees/,publish,https://api.worldherblibrary.org/pdf/A-guide-to-the-trees-compressed.pdf
"A guide to the wild flowers","Alice Lounsberr,Mrs. Ellis Rowan, Dr. N. L. Britton",1800,Gardening,https://worldherblibrary.org/catalog/a-guide-to-the-wild-flowers/,publish,https://api.worldherblibrary.org/pdf/A-guide-to-the-wild-flowers-compressed.pdf
"A Guide To The Wild Flowers","Norman Taylor",1919,Wildflowers,https://worldherblibrary.org/catalog/a-guide-to-the-wild-flowers-2/,publish,https://api.worldherblibrary.org/pdf/A-Guide-To-the-Wildflowers-compressed.pdf
"A guide to the wild flowers","Alice Lounsberry, Alice. Lounsberry",1899,,https://worldherblibrary.org/?post_type=whl_catalog&p=5830,draft,
"A Guide to Traditional Aboriginal Rainforest Plant use",,19050000,,https://worldherblibrary.org/?post_type=whl_catalog&p=14767,draft,https://api.worldherblibrary.org/pdf/A_guide_to_traditional_aboriginal_rainforest_plant_use_40p.pdf
"A Hand Book Of Materia Medica And Therapeutics On Indian Drugs","A. Rakhitt",1879,Ayurveda,https://worldherblibrary.org/catalog/a-hand-book-of-materia-medica-and-therapeutics-on-indian-drugs/,publish,https://api.worldherblibrary.org/pdf/A-Hand-Book-Of-Materia-Medica-And-Theraputics-On-Indian-Drugs-compressed.pdf
"A Handbook Of Materia Medica, Pharmacy And Therapeutics","Sam'l O. L. Potter",1901,Pharmacy,https://worldherblibrary.org/catalog/a-handbook-of-materia-medica-pharmacy-and-therapeutics/,publish,https://api.worldherblibrary.org/pdf/A-handbook-of-materia-medica-pharmacy-compressed.pdf
"A Handbook of the Larger British Fungi","John Ramsbottom",1923,Mushrooms,https://worldherblibrary.org/catalog/a-handbook-of-the-larger-british-fungi/,publish,https://api.worldherblibrary.org/pdf/A-Handbook-of-the-Larger-British-Fungi-compressed.pdf
"A Handy – Book For The Rambling Botanist","Shirley Hibberd",1908,Wildflowers,https://worldherblibrary.org/catalog/a-handy-book-for-the-rambling-botanist/,publish,https://api.worldherblibrary.org/pdf/A-handy-book-for-the-rambling-botanist-compressed.pdf
"A History of Botany 1860-1900","J. Reynolds Green",1909,Botany,https://worldherblibrary.org/catalog/a-history-of-botany-1860-1900/,publish,https://api.worldherblibrary.org/pdf/A-history-of-botany-1860-1900-copy-compressed.pdf
"A History of Botany in the United Kingdom","J. Reynolds Green, Sc.D., F.R.S",1914,"Botanists and Plant Hunters",https://worldherblibrary.org/catalog/a-history-of-botany-in-the-united-kingdom/,publish,https://api.worldherblibrary.org/pdf/A-history-of-botany-in-the-United-Kingdom-from-the-earliest-times-to-the-end-of-the-19th-century-compressed.pdf
"A History of Botany in the United Kingdom from the Earliest Times to the End of the 19th Century","J. Reynolds Green",1914,Botany,https://worldherblibrary.org/catalog/a-history-of-botany/,publish,https://api.worldherblibrary.org/pdf/A-history-of-botany-in-the-United-Kingdom-from-the-earliest-times-to-the-end-of-the-19th-century-copy-compressed.pdf
"A History of Eclectic Medicine",,,"Audio Books",https://worldherblibrary.org/?post_type=whl_catalog&p=6795,draft,
"A history of English gardening, chronological, biographical, literary, and critical","George William Johnson",1829,,https://worldherblibrary.org/?post_type=whl_catalog&p=8692,draft,
"A history of English gardening, chronological, biographical, literary, and critical","George W. Johnson",1829,Gardening,https://worldherblibrary.org/catalog/a-history-of-english-gardening-chronological-biographical-literary-and-critical-2/,publish,https://api.worldherblibrary.org/pdf/A-history-of-English-gardening-chronological-biographical-literary-and-critical-compressed-2.pdf
"A history of garden art","Marie Luise Schroeter Gothein",1928,,https://worldherblibrary.org/?post_type=whl_catalog&p=8694,draft,
"A history of garden art","Walter P. Wright",1928,Gardening,https://worldherblibrary.org/catalog/a-history-of-garden-art/,publish,https://api.worldherblibrary.org/pdf/A-history-of-garden-art-compressed-2.pdf
"A history of gardening in England","The Hon. Mrs. Evelyn Cecil",1910,Gardening,https://worldherblibrary.org/catalog/a-history-of-gardening-in-england/,publish,https://api.worldherblibrary.org/pdf/A-history-of-gardening-in-England-compressed.pdf
"A history of gardening in England copy","The Hon. Mrs. Evelyn Cecil",1910,Gardening,https://worldherblibrary.org/catalog/a-history-of-gardening-in-england-copy/,publish,https://api.worldherblibrary.org/pdf/A-history-of-gardening-in-England-copy-compressed-2.pdf
